Geo_Level,Geo_Unit,Voted,Did_Not_Vote,Not_Eligible_to_Vote,Turnout,Election,Election_Date,Year
Council District,3,2113.0,13063.0,,0.139,2018 Federal Primary,06/26/2018,2018
Council District,4,9678.0,46472.0,,0.172,2018 Federal Primary,06/26/2018,2018
Council District,5,11047.0,46358.0,,0.192,2018 Federal Primary,06/26/2018,2018
Council District,6,0.0,0.0,,,2018 Federal Primary,06/26/2018,2018
Council District,7,0.0,0.0,,,2018 Federal Primary,06/26/2018,2018
Council District,8,7.0,147.0,,0.045,2018 Federal Primary,06/26/2018,2018
Council District,9,0.0,1.0,,0.0,2018 Federal Primary,06/26/2018,2018
Council District,10,0.0,0.0,,,2018 Federal Primary,06/26/2018,2018
Council District,11,4545.0,24632.0,,0.156,2018 Federal Primary,06/26/2018,2018
Council District,12,7518.0,67934.0,,0.1,2018 Federal Primary,06/26/2018,2018
Council District,13,5499.0,45153.0,,0.109,2018 Federal Primary,06/26/2018,2018
Council District,14,0.0,7.0,,0.0,2018 Federal Primary,06/26/2018,2018
Council District,15,995.0,10602.0,,0.086,2018 Federal Primary,06/26/2018,2018
Council District,16,0.0,12.0,,0.0,2018 Federal Primary,06/26/2018,2018
Council District,17,2.0,13.0,,0.133,2018 Federal Primary,06/26/2018,2018
Council District,18,2224.0,16780.0,,0.117,2018 Federal Primary,06/26/2018,2018
Council District,19,506.0,5985.0,,0.078,2018 Federal Primary,06/26/2018,2018
Council District,20,0.0,0.0,,,2018 Federal Primary,06/26/2018,2018
Council District,21,4311.0,35003.0,,0.11,2018 Federal Primary,06/26/2018,2018
Council District,22,7916.0,44010.0,,0.152,2018 Federal Primary,06/26/2018,2018
Council District,23,759.0,18189.0,,0.04,2018 Federal Primary,06/26/2018,2018
Council District,24,449.0,10383.0,,0.041,2018 Federal Primary,06/26/2018,2018
Council District,25,5335.0,24651.0,,0.178,2018 Federal Primary,06/26/2018,2018
Council District,26,9140.0,45549.0,,0.167,2018 Federal Primary,06/26/2018,2018
Council District,27,4203.0,73787.0,,0.054,2018 Federal Primary,06/26/2018,2018
Council District,28,2489.0,66121.0,,0.036,2018 Federal Primary,06/26/2018,2018
Council District,29,92.0,4033.0,,0.022,2018 Federal Primary,06/26/2018,2018
Council District,30,214.0,1478.0,,0.126,2018 Federal Primary,06/26/2018,2018
Council District,31,3461.0,64669.0,,0.051,2018 Federal Primary,06/26/2018,2018
Council District,32,1007.0,17238.0,,0.055,2018 Federal Primary,06/26/2018,2018
Council District,33,3056.0,17565.0,,0.148,2018 Federal Primary,06/26/2018,2018
Council District,34,1390.0,8555.0,,0.14,2018 Federal Primary,06/26/2018,2018
Council District,35,6138.0,41529.0,,0.129,2018 Federal Primary,06/26/2018,2018
Council District,36,1326.0,13953.0,,0.087,2018 Federal Primary,06/26/2018,2018
Council District,37,0.0,9.0,,0.0,2018 Federal Primary,06/26/2018,2018
Council District,38,239.0,1200.0,,0.166,2018 Federal Primary,06/26/2018,2018
Council District,39,6127.0,23931.0,,0.204,2018 Federal Primary,06/26/2018,2018
Council District,40,7204.0,60156.0,,0.107,2018 Federal Primary,06/26/2018,2018
Council District,41,2667.0,45961.0,,0.055,2018 Federal Primary,06/26/2018,2018
Council District,42,491.0,8488.0,,0.055,2018 Federal Primary,06/26/2018,2018
Council District,43,7202.0,45381.0,,0.137,2018 Federal Primary,06/26/2018,2018
Council District,44,391.0,7700.0,,0.048,2018 Federal Primary,06/26/2018,2018
Council District,45,4246.0,58675.0,,0.067,2018 Federal Primary,06/26/2018,2018
Council District,46,441.0,9011.0,,0.047,2018 Federal Primary,06/26/2018,2018
Council District,47,1498.0,22804.0,,0.062,2018 Federal Primary,06/26/2018,2018
Council District,48,1457.0,28239.0,,0.049,2018 Federal Primary,06/26/2018,2018
Council District,49,9508.0,59497.0,,0.138,2018 Federal Primary,06/26/2018,2018
Council District,50,11041.0,59533.0,,0.156,2018 Federal Primary,06/26/2018,2018
Council District,51,11240.0,64121.0,,0.149,2018 Federal Primary,06/26/2018,2018
Council District,1,24270.0,72266.0,787.0,0.251,2017 General,11/07/2017,2017
Council District,2,25477.0,74476.0,751.0,0.255,2017 General,11/07/2017,2017
Council District,3,29673.0,82443.0,980.0,0.265,2017 General,11/07/2017,2017
Council District,4,29345.0,78029.0,782.0,0.273,2017 General,11/07/2017,2017
Council District,5,30787.0,71717.0,852.0,0.3,2017 General,11/07/2017,2017
Council District,6,38272.0,79069.0,725.0,0.326,2017 General,11/07/2017,2017
Council District,7,26157.0,76204.0,694.0,0.256,2017 General,11/07/2017,2017
Council District,8,17408.0,78304.0,588.0,0.182,2017 General,11/07/2017,2017
Council District,9,29263.0,80947.0,681.0,0.266,2017 General,11/07/2017,2017
Council District,10,23482.0,78597.0,613.0,0.23,2017 General,11/07/2017,2017
Council District,11,22533.0,60581.0,547.0,0.271,2017 General,11/07/2017,2017
Council District,12,25464.0,68825.0,522.0,0.27,2017 General,11/07/2017,2017
Council District,13,22723.0,59382.0,533.0,0.277,2017 General,11/07/2017,2017
Council District,14,12612.0,65821.0,460.0,0.161,2017 General,11/07/2017,2017
Council District,15,11895.0,63355.0,499.0,0.158,2017 General,11/07/2017,2017
Council District,16,15223.0,68374.0,501.0,0.182,2017 General,11/07/2017,2017
Council District,17,13877.0,68970.0,488.0,0.168,2017 General,11/07/2017,2017
Council District,18,17612.0,73731.0,553.0,0.193,2017 General,11/07/2017,2017
Council District,19,27069.0,58857.0,540.0,0.315,2017 General,11/07/2017,2017
Council District,20,12132.0,53249.0,385.0,0.186,2017 General,11/07/2017,2017
Council District,21,8623.0,46877.0,351.0,0.155,2017 General,11/07/2017,2017
Council District,22,20928.0,60049.0,680.0,0.258,2017 General,11/07/2017,2017
Council District,23,25026.0,65336.0,517.0,0.277,2017 General,11/07/2017,2017
Council District,24,17439.0,63322.0,452.0,0.216,2017 General,11/07/2017,2017
Council District,25,14927.0,57834.0,470.0,0.205,2017 General,11/07/2017,2017
Council District,26,21288.0,62532.0,662.0,0.254,2017 General,11/07/2017,2017
Council District,27,25745.0,71394.0,443.0,0.265,2017 General,11/07/2017,2017
Council District,28,17995.0,74086.0,399.0,0.195,2017 General,11/07/2017,2017
Council District,29,20488.0,65280.0,476.0,0.239,2017 General,11/07/2017,2017
Council District,30,20904.0,56718.0,512.0,0.269,2017 General,11/07/2017,2017
Council District,31,22502.0,64687.0,447.0,0.258,2017 General,11/07/2017,2017
Council District,32,24001.0,58869.0,522.0,0.29,2017 General,11/07/2017,2017
Council District,33,22348.0,80712.0,605.0,0.217,2017 General,11/07/2017,2017
Council District,34,18642.0,76472.0,709.0,0.196,2017 General,11/07/2017,2017
Council District,35,33522.0,77460.0,609.0,0.302,2017 General,11/07/2017,2017
Council District,36,23594.0,76777.0,620.0,0.235,2017 General,11/07/2017,2017
Council District,37,12524.0,66871.0,504.0,0.158,2017 General,11/07/2017,2017
Council District,38,13469.0,55888.0,368.0,0.194,2017 General,11/07/2017,2017
Council District,39,35281.0,68261.0,614.0,0.341,2017 General,11/07/2017,2017
Council District,40,25033.0,64342.0,509.0,0.28,2017 General,11/07/2017,2017
Council District,41,19623.0,70819.0,479.0,0.217,2017 General,11/07/2017,2017
Council District,42,20970.0,71881.0,419.0,0.226,2017 General,11/07/2017,2017
Council District,43,26112.0,61959.0,497.0,0.296,2017 General,11/07/2017,2017
Council District,44,18090.0,49541.0,532.0,0.267,2017 General,11/07/2017,2017
Council District,45,23644.0,69773.0,365.0,0.253,2017 General,11/07/2017,2017
Council District,46,28757.0,72308.0,421.0,0.285,2017 General,11/07/2017,2017
Council District,47,14620.0,62524.0,403.0,0.19,2017 General,11/07/2017,2017
Council District,48,17885.0,66946.0,348.0,0.211,2017 General,11/07/2017,2017
Council District,49,27169.0,63597.0,548.0,0.299,2017 General,11/07/2017,2017
Council District,50,34316.0,62709.0,572.0,0.354,2017 General,11/07/2017,2017
Council District,51,38061.0,63216.0,635.0,0.376,2017 General,11/07/2017,2017
Council District,1,11433.0,51767.0,34123.0,0.181,2017 City Primary,09/12/2017,2017
Council District,2,13101.0,54440.0,33163.0,0.194,2017 City Primary,09/12/2017,2017
Council District,3,11031.0,63042.0,39023.0,0.149,2017 City Primary,09/12/2017,2017
Council District,4,10517.0,46965.0,50674.0,0.183,2017 City Primary,09/12/2017,2017
Council District,5,10127.0,49165.0,44064.0,0.171,2017 City Primary,09/12/2017,2017
Council District,6,20197.0,60946.0,36923.0,0.249,2017 City Primary,09/12/2017,2017
Council District,7,12522.0,68548.0,21985.0,0.154,2017 City Primary,09/12/2017,2017
Council District,8,9483.0,66449.0,20368.0,0.125,2017 City Primary,09/12/2017,2017
Council District,9,15008.0,75052.0,20831.0,0.167,2017 City Primary,09/12/2017,2017
Council District,10,12110.0,68413.0,22169.0,0.15,2017 City Primary,09/12/2017,2017
Council District,11,7872.0,52048.0,23741.0,0.131,2017 City Primary,09/12/2017,2017
Council District,12,11828.0,65864.0,17119.0,0.152,2017 City Primary,09/12/2017,2017
Council District,13,9044.0,42280.0,31314.0,0.176,2017 City Primary,09/12/2017,2017
Council District,14,7310.0,55213.0,16370.0,0.117,2017 City Primary,09/12/2017,2017
Council District,15,5172.0,53970.0,16607.0,0.087,2017 City Primary,09/12/2017,2017
Council District,16,6973.0,61092.0,16033.0,0.102,2017 City Primary,09/12/2017,2017
Council District,17,7083.0,59883.0,16369.0,0.106,2017 City Primary,09/12/2017,2017
Council District,18,9409.0,62455.0,20032.0,0.131,2017 City Primary,09/12/2017,2017
Council District,19,5593.0,38215.0,42658.0,0.128,2017 City Primary,09/12/2017,2017
Council District,20,6553.0,31810.0,27403.0,0.171,2017 City Primary,09/12/2017,2017
Council District,21,6634.0,33813.0,15404.0,0.164,2017 City Primary,09/12/2017,2017
Council District,22,5541.0,46506.0,29610.0,0.106,2017 City Primary,09/12/2017,2017
Council District,23,6160.0,49042.0,35677.0,0.112,2017 City Primary,09/12/2017,2017
Council District,24,6341.0,44934.0,29938.0,0.124,2017 City Primary,09/12/2017,2017
Council District,25,5429.0,40947.0,26855.0,0.117,2017 City Primary,09/12/2017,2017
Council District,26,4643.0,49890.0,29949.0,0.085,2017 City Primary,09/12/2017,2017
Council District,27,10477.0,68926.0,18179.0,0.132,2017 City Primary,09/12/2017,2017
Council District,28,8870.0,61414.0,22196.0,0.126,2017 City Primary,09/12/2017,2017
Council District,29,5558.0,44086.0,36600.0,0.112,2017 City Primary,09/12/2017,2017
Council District,30,3543.0,36659.0,37932.0,0.088,2017 City Primary,09/12/2017,2017
Council District,31,7440.0,62265.0,17931.0,0.107,2017 City Primary,09/12/2017,2017
Council District,32,5541.0,42418.0,35433.0,0.116,2017 City Primary,09/12/2017,2017
Council District,33,10688.0,64502.0,28475.0,0.142,2017 City Primary,09/12/2017,2017
Council District,34,10625.0,60661.0,24537.0,0.149,2017 City Primary,09/12/2017,2017
Council District,35,19274.0,68645.0,23672.0,0.219,2017 City Primary,09/12/2017,2017
Council District,36,11526.0,70505.0,18960.0,0.141,2017 City Primary,09/12/2017,2017
Council District,37,6001.0,54943.0,18955.0,0.098,2017 City Primary,09/12/2017,2017
Council District,38,8454.0,36294.0,24977.0,0.189,2017 City Primary,09/12/2017,2017
Council District,39,16326.0,57951.0,29879.0,0.22,2017 City Primary,09/12/2017,2017
Council District,40,13892.0,56545.0,19447.0,0.197,2017 City Primary,09/12/2017,2017
Council District,41,11280.0,63499.0,16142.0,0.151,2017 City Primary,09/12/2017,2017
Council District,42,10056.0,66436.0,16778.0,0.131,2017 City Primary,09/12/2017,2017
Council District,43,13531.0,49027.0,26010.0,0.216,2017 City Primary,09/12/2017,2017
Council District,44,3316.0,34818.0,30029.0,0.087,2017 City Primary,09/12/2017,2017
Council District,45,10378.0,62161.0,21243.0,0.143,2017 City Primary,09/12/2017,2017
Council District,46,9430.0,61674.0,30382.0,0.133,2017 City Primary,09/12/2017,2017
Council District,47,4051.0,39125.0,34371.0,0.094,2017 City Primary,09/12/2017,2017
Council District,48,5362.0,35369.0,44448.0,0.132,2017 City Primary,09/12/2017,2017
Council District,49,8512.0,46563.0,36239.0,0.155,2017 City Primary,09/12/2017,2017
Council District,50,3376.0,34611.0,59610.0,0.089,2017 City Primary,09/12/2017,2017
Council District,51,2660.0,30378.0,68874.0,0.081,2017 City Primary,09/12/2017,2017
